YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,QV2M,RH2M,PRECTOTCORR
2021,11,4,96.75,1.8,3.42,0.35,3.07,93.62,2.61,4.16,0.9,3.26,93.81,18.55,85.94,6.77
2021,11,5,96.71,1.84,3.24,0.95,2.29,38.06,2.5,3.72,1.42,2.3,39.12,18.37,88.25,6.42
2021,11,6,96.55,1.62,2.34,0.83,1.51,147.38,2.2,2.84,1.32,1.52,148.31,17.94,83.12,1.65
2021,11,7,96.55,2.7,3.62,1.52,2.09,300.12,3.89,4.43,2.91,1.52,300.06,18.55,88.31,13.64
2021,11,8,96.66,1.39,2.37,0.19,2.19,192.88,1.91,4.3,0.23,4.07,194,17.33,84.19,3.57
2021,11,9,96.66,1.65,3.43,0.45,2.99,253.56,2.3,4.09,0.59,3.52,252.25,18.07,86.44,27.66
2021,11,10,96.75,2.34,3.28,1.7,1.58,228.56,3.61,5.18,1.98,3.2,227.94,18.07,87.81,11.51
2021,11,11,96.76,2.25,3.31,1.4,1.91,240.19,3.42,5.41,1.63,3.78,239,17.21,85.31,2.5
2021,11,12,96.8,2.39,3.77,1.59,2.19,199.81,3.59,4.93,2.47,2.46,199.69,17.46,85.88,9.8
2021,11,13,96.8,1.88,2.64,0.57,2.07,233.56,2.96,4.59,0.63,3.96,232.25,17.46,88.56,26.08
2021,11,14,96.8,2.78,4,1.96,2.04,233.38,4.27,4.94,3.59,1.34,232.94,17.52,90.31,18.15
2021,11,15,96.73,2.2,3.24,1.67,1.58,261.56,3.34,4.67,1.87,2.8,261.19,17.58,90.88,6.78
2021,11,16,96.67,2.25,3.09,1.64,1.45,266.69,3.38,4.59,2.53,2.05,266.25,17.94,87.81,1.98
2021,11,17,96.67,2.63,3.88,1.51,2.37,259.56,3.92,5.01,2.8,2.2,259.12,18.43,91.94,2.03
2021,11,18,96.6,2.34,3.49,1.65,1.84,236.06,3.63,4.97,2.17,2.8,235.25,17.58,87.31,3.83
2021,11,19,96.54,2.19,3.55,1.12,2.44,252.88,3.19,4.15,1.95,2.2,252.12,18.43,92.5,13.28
2021,11,20,96.62,1.84,3.83,0.05,3.77,265.31,2.53,4.48,0.05,4.43,269.06,17.27,88.62,4.04
2021,11,21,96.67,3.03,5.41,1.59,3.82,264.44,4.31,6.36,2.79,3.56,264.44,17.7,88.62,0.73
2021,11,22,96.64,3.23,5.09,2.06,3.03,254.12,4.73,5.91,3.45,2.45,254.19,18.13,88.81,1.97
2021,11,23,96.65,2.57,4.16,1.84,2.31,238.44,3.98,5.35,2.09,3.26,238,18.25,89.81,5.46
2021,11,24,96.65,1.91,2.73,0.8,1.94,256.56,2.84,4.95,1.08,3.87,255.75,18.49,92.25,1.77
2021,11,25,96.7,2.47,3.38,1.79,1.59,237.38,3.72,4.58,3.19,1.39,236.81,17.52,85.12,4.25
2021,11,26,96.74,2.94,3.74,2.03,1.71,221.69,4.39,4.99,3.8,1.2,221.5,17.7,88.81,22.98
2021,11,27,96.79,4.22,6.71,2.34,4.38,230.31,5.89,8.27,4.52,3.75,230.19,17.27,87.12,22.13
2021,11,28,96.76,4.39,6.28,2.45,3.84,228.94,6.27,7.51,4.8,2.7,228.81,17.15,88.38,25.4
2021,11,29,96.7,3.33,4.3,2.15,2.15,227.75,4.77,5.56,4.09,1.48,227.56,17.58,87.12,28
2021,11,30,96.74,2.19,3.19,0.93,2.26,275.19,3.2,4.61,1.59,3.02,274.62,17.52,88.94,15.99
2021,12,1,96.8,2.28,4.38,0.69,3.69,211.12,3.38,5.52,1.01,4.51,209.69,16.78,84.31,10.03
2021,12,2,96.79,3.19,4.21,2.29,1.92,223.06,4.75,5.6,3.36,2.24,223.25,17.64,86.25,2.97
2021,12,3,96.86,2.86,3.47,2.19,1.28,231.44,4.39,5.96,3.3,2.66,231.12,17.64,86.69,3.58
2021,12,4,96.9,3.09,5.05,1.65,3.41,248.12,4.56,6.03,3.14,2.89,247.94,17.58,90.81,7.38
2021,12,5,96.86,2.99,5.88,1.61,4.27,271.44,4.25,6.8,2.95,3.86,271.19,17.33,91,9.84
2021,12,6,96.8,2.78,4.8,1.27,3.53,282,3.94,5.51,2.05,3.47,282,17.27,88.88,27.84
2021,12,7,96.78,3.59,6.51,1.48,5.02,281.94,4.99,7.8,2.46,5.34,281.44,17.4,91,23.17
2021,12,8,96.85,2.33,4.05,1.17,2.88,262.06,3.05,4.48,1.48,2.99,262.06,16.78,85.5,11.91
2021,12,9,96.9,2,3.34,1.09,2.24,293.75,2.62,3.63,1.62,2.02,293.69,17.88,89.88,10.88
2021,12,10,96.86,1.95,3.63,0.98,2.66,298.38,2.69,4.17,1.44,2.73,297.81,18.19,88.94,12.45
2021,12,11,96.86,2.56,3.5,1.58,1.92,265.62,3.88,4.66,3,1.66,264.69,18.25,93.38,17.12
2021,12,12,96.8,2.89,3.97,2.03,1.94,229.25,4.45,4.84,4.02,0.81,228.38,18.07,89.56,7.23
2021,12,13,96.69,2.55,3.48,1.77,1.72,222.19,3.94,5.31,2.72,2.59,220.94,17.94,86.31,2.42
2021,12,14,96.63,2.12,3.77,0.8,2.96,195.38,3.22,5.48,1,4.48,193.25,18.07,85.62,2.31
2021,12,15,96.64,1.44,2.77,0.12,2.65,134.31,2.27,4.77,0.19,4.59,135.94,18.07,84.75,5.48
2021,12,16,96.68,1.59,2.66,0.9,1.77,203.31,2.41,3.91,1.25,2.66,202.94,18.31,90.44,15.75
2021,12,17,96.65,1.57,2.8,0.75,2.05,180.31,2.29,4.88,1.38,3.51,181.62,18.62,90.19,22.24
2021,12,18,96.69,3.13,4.62,1.36,3.26,217.19,4.55,6.23,2.31,3.92,217,17.82,89.19,4.81
2021,12,19,96.79,1.43,2.7,0.45,2.23,261.25,1.95,3.2,0.55,2.66,248.62,18.92,87.19,11.12
2021,12,20,96.93,1.41,2.42,0.17,2.25,173.44,2.02,4.03,0.34,3.7,174.81,17.58,85.75,5.12
2021,12,21,96.94,1.32,2.38,0.15,2.23,160.81,1.86,2.87,0.27,2.6,160.56,17.58,87.31,19.81
2021,12,22,96.9,1.43,2.42,0.15,2.28,208.75,2.05,4.02,0.2,3.83,207.38,17.4,86.12,5.09
2021,12,23,96.81,2.98,4.25,1.95,2.3,233.31,4.43,5.03,3.82,1.21,232.75,17.21,87.69,17.53
2021,12,24,96.83,2.66,3.84,1.81,2.02,225.06,3.97,4.62,3.47,1.15,224.31,17.03,85.94,8.74
2021,12,25,96.85,2.3,3.04,1.45,1.59,233.06,3.5,4.99,2.66,2.33,232,17.46,88.94,9.73
2021,12,26,96.96,1.97,3.16,1.2,1.97,247.81,2.8,3.91,1.73,2.19,247.19,17.03,88.69,2.9
2021,12,27,96.97,1.74,2.34,0.92,1.42,240.38,2.4,3.78,1.38,2.4,239.19,17.4,85.06,12.05
2021,12,28,96.88,2.16,3.88,0.77,3.12,254.81,3.04,4.48,0.73,3.75,254.19,17.46,87.56,8.83
2021,12,29,96.84,1.8,2.73,0.56,2.17,256.75,2.69,4.25,0.54,3.7,255.94,17.46,86.06,7.57
2021,12,30,96.82,1.52,2.14,0.67,1.46,233.31,2.27,3.86,0.8,3.05,230.56,17.82,86.75,4.38
2021,12,31,96.86,3.04,5.54,1.03,4.51,205.62,4.41,6.73,1.83,4.91,205.12,16.72,86.44,1.67
2022,1,1,96.82,3.09,4.3,2.28,2.02,217.75,4.75,5.14,4.08,1.07,217.31,16.78,86.38,0.85
2022,1,2,96.79,3.28,4.57,2.34,2.24,216.94,5.02,5.96,4.45,1.52,216.75,17.21,88.12,1.79
2022,1,3,96.78,2.3,3.38,1.26,2.12,191.06,3.59,6.06,2.13,3.93,190.06,16.6,83.19,0.4
2022,1,4,96.85,1.59,2.44,0.36,2.08,180.75,2.29,4.58,0.5,4.07,181.12,16.11,80.31,0.22
2022,1,5,96.83,1.12,2.52,0.25,2.27,208.69,1.56,3.61,0.36,3.25,207,17.46,83.19,5.71
2022,1,6,96.88,2.04,3.34,0.99,2.36,225.06,3.09,5.54,1.16,4.38,223.88,17.33,85.56,9.45
2022,1,7,96.97,2.79,3.62,1.95,1.67,218.12,4.24,5.92,3.22,2.7,217.56,17.4,89.62,16.16
2022,1,8,96.83,2.02,3.2,0.93,2.27,240.81,3.06,4.89,1.05,3.84,239.44,17.7,86.12,3.37
2022,1,9,96.75,2.7,3.97,1.95,2.02,239.75,4.12,4.71,2.99,1.72,239.06,17.76,87.94,4.79
2022,1,10,96.76,2.09,2.76,1.38,1.38,244.94,3.25,5.02,2.25,2.77,243.94,18.01,88.44,9.14
2022,1,11,96.93,2.73,4.54,1.36,3.19,289.5,3.9,5.3,2.38,2.92,288.94,18.01,92.5,21.5
2022,1,12,96.93,2.88,5.77,1.39,4.37,316.56,4.09,6.91,2.14,4.77,315.81,17.27,92.31,13.86
2022,1,13,96.93,2.68,4.6,1.35,3.25,327.25,3.75,5.27,2.11,3.16,327.06,17.27,91.69,9.72
2022,1,14,96.86,2.77,4.91,1.31,3.59,316.88,3.6,5.54,1.99,3.55,316.25,17.21,88.81,6.9
2022,1,15,96.87,2.52,4.33,1.36,2.97,298.75,3.36,4.89,2.1,2.79,298.5,17.76,90.62,8.97
2022,1,16,96.85,2.48,4.46,1.37,3.09,280.69,3.34,5.12,2.12,3.01,280.38,17.76,90.25,4.37
2022,1,17,96.78,2.42,3.62,1.7,1.92,265.56,3.45,3.98,2.73,1.26,265,17.94,89.19,6.81
2022,1,18,96.75,3.09,5.84,1.47,4.37,287.06,4.37,7.05,2.2,4.85,287.06,17.94,93.06,27.21
2022,1,19,96.73,3.23,5.84,1.63,4.21,285.56,4.57,6.71,2.77,3.95,285.31,17.46,90.12,26.26
2022,1,20,96.76,3.2,5.78,1.88,3.89,266.62,4.8,6.85,3.57,3.28,266.12,17.27,91.38,8.59
2022,1,21,96.74,2.57,4.41,1.16,3.24,244.25,3.71,5.05,2.21,2.83,243.38,17.27,88.44,5.67
2022,1,22,96.77,2.09,3.77,1.04,2.73,243,2.78,4.16,1.64,2.52,241.81,16.85,87.19,1.91
2022,1,23,96.68,2.91,4.34,1.41,2.94,229.81,4.31,4.97,2.57,2.4,229.31,17.7,87.5,0.68
2022,1,24,96.63,3.46,5.38,2.3,3.08,235.31,5.22,6.46,4.3,2.16,235.19,18.13,88.88,1.57
2022,1,25,96.62,3.35,5.03,1.87,3.16,254.81,5,5.95,3.59,2.37,254.44,18.31,90.06,2.88
2022,1,26,96.67,2.67,4.12,1.36,2.77,273.88,3.79,4.7,2.35,2.35,273.56,17.94,90.75,1.32
2022,1,27,96.74,2.64,4.49,1.44,3.06,264.5,3.79,5.21,2.66,2.55,263.81,17.76,89.31,1.42
2022,1,28,96.78,2.35,3.97,0.6,3.37,234.44,3.3,4.58,0.91,3.66,233.88,17.09,85.12,1.48
2022,1,29,96.8,1.59,3.23,0.6,2.63,248.62,2.1,3.55,0.84,2.7,247.62,16.97,84,0.45
2022,1,30,96.75,1.8,3.65,0.04,3.61,238.69,2.45,4.06,0.04,4.02,231.19,17.58,84.75,0.81
2022,1,31,96.78,1.93,3.07,0.84,2.23,284.44,2.62,3.37,1.27,2.1,283.88,17.46,87.31,15.24
2022,2,1,96.74,2.1,3.14,1.01,2.13,280.81,2.9,3.62,1.56,2.05,279.88,17.4,86,8.8
2022,2,2,96.83,2.02,3.12,0.71,2.41,268.56,2.75,3.45,1.1,2.35,268.56,17.21,87.81,5.83
2022,2,3,96.76,1.81,3.3,0.5,2.8,226,2.39,3.59,0.78,2.81,224.5,17.52,87.31,14.49
2022,2,4,96.67,2.19,2.98,1.63,1.35,253,3.33,4.24,1.99,2.25,252.75,17.58,88.19,15.51
2022,2,5,96.7,2.92,5.34,1.66,3.68,268,4.27,6.3,3.16,3.15,267.5,17.64,91.5,22.03
2022,2,6,96.68,3.09,5.79,1.14,4.65,299.25,4.3,6.94,1.93,5.01,298.56,17.64,90.56,10.75
2022,2,7,96.67,3.28,5.26,1.2,4.05,305.62,4.55,6.34,1.81,4.52,305,17.7,92.06,8.65
2022,2,8,96.75,2.91,5.91,1.07,4.83,221.56,3.89,7.05,1.62,5.44,221.69,17.94,91.69,15.67
2022,2,9,96.74,3.52,5.67,1.63,4.04,268,5.06,7.27,2.59,4.68,267.88,17.82,92.81,14.66
2022,2,10,96.66,3.68,6.24,1.93,4.31,261.56,5.51,7.6,3.84,3.76,261.19,17.52,91.75,2.31
2022,2,11,96.62,2.7,4.4,1.63,2.77,279.56,3.93,5.15,2.7,2.45,279,17.4,90.12,0.74
2022,2,12,96.52,2.41,4.44,1.34,3.1,280,3.33,5.22,2.09,3.13,279.06,17.7,89.75,0.86
2022,2,13,96.51,2.44,4,1.34,2.66,252.56,3.54,4.71,2.12,2.59,251.88,17.27,90.31,1.05
2022,2,14,96.65,2.02,3.09,1.21,1.88,222.62,3.19,5.65,1.41,4.23,221.88,16.85,86.38,5.61
2022,2,15,96.64,2.07,3.61,0.7,2.91,191.62,3.21,5.86,1.25,4.61,190.25,16.85,83.06,2.78
2022,2,16,96.48,2.31,3.04,1.72,1.32,82.69,3.49,4.29,2.8,1.49,83.69,17.76,86.31,14.05
2022,2,17,96.52,2.73,4.2,1.37,2.83,29.56,3.88,4.9,2.38,2.52,30.5,17.7,90.5,15.82
2022,2,18,96.71,1.91,3.26,0.16,3.09,52.19,2.55,3.52,0.23,3.3,53.5,17.4,89.12,7.12
2022,2,19,96.76,1.52,3.05,0.46,2.59,210.56,1.92,3.38,0.66,2.72,210.88,17.7,87.19,4.88
2022,2,20,96.8,1.84,3.27,0.67,2.6,241.56,2.49,3.68,1.03,2.66,241.5,17.27,85.19,3.52
2022,2,21,96.78,1.75,3.35,0.46,2.89,255.81,2.42,3.78,0.59,3.18,254.88,17.4,86.38,4.23
2022,2,22,96.88,2.45,3.74,1.72,2.02,248.12,3.71,4.5,2.41,2.09,247.56,16.6,84.31,9.12
2022,2,23,96.91,3.16,4.91,2.22,2.69,230.5,4.81,5.85,3.59,2.26,230.25,16.48,85.94,8.87
2022,2,24,96.91,3.35,4.88,2.32,2.56,242.38,5.1,5.81,4.41,1.4,242.12,16.72,86.12,4.22
2022,2,25,96.88,3.32,4.98,2.05,2.93,241.75,4.88,5.78,3.59,2.2,241.81,16.66,87.75,3.5
2022,2,26,96.84,3.4,5.62,2.08,3.54,238.94,5.15,6.68,3.67,3.01,238.88,16.54,87.69,3.76
2022,2,27,96.78,3.73,6.39,2.06,4.32,242.81,5.52,7.74,3.86,3.88,242.81,16.78,87.38,7.66
2022,2,28,96.77,3.57,5.97,2.09,3.88,241.81,5.34,7.1,4.16,2.95,241.44,17.21,87.56,11.04
2022,3,1,96.76,3.81,6.02,2.27,3.75,247.69,5.67,7.11,4.57,2.54,247.56,17.52,89.06,7.41
2022,3,2,96.72,3.67,5.48,2.3,3.19,244.38,5.44,6.53,4.51,2.02,244.06,17.58,88.94,7.17
2022,3,3,96.7,2.77,3.92,1.83,2.09,248.5,4.24,5.16,3.39,1.77,248.12,17.58,88.88,3.16
2022,3,4,96.75,2.24,3.36,1.55,1.81,240.62,3.32,4.47,2.66,1.8,239.56,17.52,88.5,6.25
2022,3,5,96.76,2.78,4.01,1.94,2.07,233.62,4.36,5.07,3.7,1.37,233.25,17.58,90.38,16.4
2022,3,6,96.72,3.71,5.71,1.83,3.88,232.69,5.41,7.02,3.14,3.88,232.69,17.46,90.06,4.74
2022,3,7,96.69,3.15,5.16,2.11,3.05,230.5,4.79,6.2,4.17,2.02,229.56,18.07,91.25,14.23
2022,3,8,96.68,1.48,2.63,0.15,2.48,213,2.5,4.39,0.1,4.29,206.5,17.21,87.38,7.63
2022,3,9,96.65,1.29,2.23,0.66,1.57,188.81,2.11,4.44,0.55,3.89,190.94,17.88,87.12,12.26
2022,3,10,96.61,1.15,1.65,0.5,1.14,149.31,1.64,2.82,0.7,2.12,149.81,17.64,87.81,9.93
2022,3,11,96.54,2.05,4.08,0.07,4.01,260.12,2.94,5.79,0.09,5.71,258.69,18.19,88.12,18.79
2022,3,12,96.51,2.83,4.3,1.83,2.48,250.56,4.31,5.1,3.18,1.91,250.38,18.07,91.38,17.95
2022,3,13,96.59,2.27,3.73,0.63,3.1,275,3.26,5.07,0.87,4.2,274.94,18.07,88.62,10.25
2022,3,14,96.62,1.31,1.99,0.68,1.31,250.88,1.85,2.66,0.94,1.72,248.19,18.25,86.25,12.85
2022,3,15,96.61,2,4.06,0.63,3.43,202.5,3.06,4.92,1.12,3.8,201.38,17.88,88.06,27.33
2022,3,16,96.58,2.27,4.46,0.68,3.77,104.75,3.05,5.16,0.96,4.21,105.25,18.07,88.56,1.33
2022,3,17,96.57,1.7,3.26,0.78,2.47,148.06,2.16,3.54,0.96,2.58,149.19,18.37,85.88,0.63
2022,3,18,96.57,2.45,4.22,1.03,3.19,285.81,3.61,5.06,1.67,3.39,286,18.74,90.88,5.33
2022,3,19,96.57,3.61,5.05,2.41,2.64,232.81,5.45,5.92,4.77,1.16,232.62,18.37,90.56,7.27
2022,3,20,96.67,3.77,5.77,2.27,3.51,229.62,5.71,7.32,4.41,2.91,229.62,18.31,90.19,0.54
2022,3,21,96.8,3.58,5.05,2.46,2.6,234.06,5.51,6.24,4.44,1.8,234.31,17.64,90.38,1.19
2022,3,22,96.8,2.84,3.71,2.13,1.58,241.75,4.38,5.72,3.56,2.16,241.69,17.46,88.88,3.57
2022,3,23,96.8,3.25,5.51,1.73,3.78,246.38,4.92,6.66,2.84,3.82,246.62,17.21,88.75,4.84
2022,3,24,96.74,1.97,3.21,0.81,2.4,266.56,2.59,3.53,1.14,2.39,266.62,16.97,84.19,1.05
2022,3,25,96.83,1.28,2.44,0.16,2.27,241.81,1.63,2.7,0.2,2.5,241.56,17.7,84.88,7.58
2022,3,26,96.89,1.58,2.65,0.11,2.54,243.69,2.2,3.36,0.16,3.2,242.81,17.58,86.31,10.41
2022,3,27,96.86,2.56,4.09,1.29,2.8,255.19,3.66,4.68,1.98,2.7,254.88,17.82,87.19,14.35
2022,3,28,96.8,1.84,3.53,0.56,2.97,290.31,2.5,4.02,0.8,3.22,290.31,18.19,87.44,6.16
2022,3,29,96.78,2.34,4.3,1.15,3.16,241.25,3.22,4.99,1.67,3.32,241.44,17.7,86.44,1.06
2022,3,30,96.75,1.81,3.09,0.93,2.16,248.94,2.48,3.45,1.03,2.41,248.25,17.27,83.12,1.91
2022,3,31,96.85,2.05,2.83,1.33,1.5,236.88,3.2,4.87,1.89,2.98,236.38,17.46,87.38,12.45
2022,4,1,96.87,1.89,3,1.07,1.93,246.94,2.79,4.21,1.35,2.86,246.5,16.3,81.56,1.94
2022,4,2,96.82,1.95,2.55,1.66,0.89,233.56,2.91,3.8,1.96,1.84,232.75,17.33,84.69,3.99
2022,4,3,96.84,2.91,5.25,2.01,3.24,221.44,4.41,6.6,3.42,3.18,221.25,17.33,88.38,11.37
2022,4,4,96.9,1.98,2.34,1.53,0.81,223.69,3.2,4.66,1.92,2.74,222.25,17.21,85.88,6.71
2022,4,5,96.94,1.58,1.89,1.25,0.63,223.56,2.48,3.83,1.27,2.56,221.38,17.33,85.88,19.31
2022,4,6,96.91,2.67,3.27,1.58,1.69,209.81,4.23,5.74,3.12,2.62,208.81,17.7,87.5,8.88
2022,4,7,96.88,2.27,3.65,0.55,3.09,210.75,3.77,6.09,0.77,5.32,207.88,17.21,85.5,2.69
2022,4,8,96.83,2.27,3.74,0.91,2.84,200.06,3.65,5.12,1.16,3.96,199,17.58,88.31,15.25
2022,4,9,96.77,1.23,2.57,0.27,2.3,197.75,1.95,3.87,0.34,3.52,183.38,17.52,85.25,8.66
2022,4,10,96.74,1.36,2.55,0.45,2.1,223.44,1.93,2.97,0.55,2.41,224.38,18.19,89.44,6.92
2022,4,11,96.76,1.2,2.44,0.47,1.97,112.5,1.56,2.82,0.69,2.13,113.88,18.01,88.31,9.09
2022,4,12,96.67,2.07,4.05,0.48,3.57,118.44,2.73,4.69,0.77,3.92,119.56,17.76,88.94,23.79
2022,4,13,96.64,1.7,3.25,0.55,2.7,173,2.32,3.86,0.89,2.96,173.56,17.88,84.62,9.69
2022,4,14,96.64,1.67,3.08,0.38,2.69,45.56,2.09,3.22,0.58,2.64,46.44,18.13,85.25,2.21
2022,4,15,96.69,1.32,1.91,0.62,1.29,105.5,1.91,3.16,0.88,2.3,105.44,18.25,86.81,15.21
2022,4,16,96.69,1.45,2.22,0.84,1.38,78.81,2.01,3.55,1.26,2.3,78.5,17.52,82.12,6.88
2022,4,17,96.62,1.96,2.7,1.23,1.47,54.5,2.88,3.84,2.07,1.77,54.88,18.55,87.25,6.66
2022,4,18,96.7,2.05,3.11,1.01,2.1,78.75,2.98,4.4,1.48,2.91,79.12,18.86,88.31,23.01
2022,4,19,96.76,1.67,3.3,0.18,3.12,243.75,2.25,3.91,0.24,3.66,242.31,18.68,87.88,28.08
2022,4,20,96.72,1.86,3.6,0.1,3.5,245.75,2.79,4.62,0.23,4.39,246,18.49,91,16.26
2022,4,21,96.73,1.71,3.11,0.05,3.06,270.75,2.59,4.29,0.07,4.22,255.81,18.13,92.44,25.34
2022,4,22,96.75,1.89,3.47,0.88,2.59,87.88,2.52,3.91,1.27,2.65,87.75,17.82,88.25,4.93
2022,4,23,96.71,1.4,2.66,0.66,2.01,219.5,1.78,2.92,0.87,2.06,220,18.01,86.81,4.19
2022,4,24,96.7,2.09,3.05,1.14,1.91,212.06,3.24,5.43,1.72,3.71,211.12,17.88,87.81,5.83
2022,4,25,96.62,2.25,3.13,1.59,1.54,202.94,3.55,5.29,2.12,3.16,201.44,17.82,84.75,10.09
2022,4,26,96.6,2.01,2.91,1.51,1.4,243.25,3.09,4.24,2.45,1.79,242.88,18.19,89.88,15.94
2022,4,27,96.62,1.84,2.74,0.87,1.87,304.06,2.54,3.14,1.33,1.81,288.81,18.07,88.06,9.78
2022,4,28,96.68,2.76,5.16,1.23,3.91,278,4.11,6.28,1.95,4.34,277.81,18.13,92.19,11.99
2022,4,29,96.66,2.41,3.27,1.85,1.42,230.5,3.64,4.74,3.03,1.71,230,18.25,89.31,3.54
2022,4,30,96.64,1.95,2.62,1.41,1.21,83.88,2.98,4.07,2.27,1.81,84.31,18.8,91.19,4.6
2022,5,1,96.65,1.77,2.63,0.66,1.97,69.56,2.56,3.71,0.91,2.79,70.12,18.74,89.5,4.76
2022,5,2,96.69,1.37,2.36,0.55,1.8,82.69,1.85,3.18,0.75,2.43,83.31,18.25,87.25,20.35
2022,5,3,96.72,2.23,3.78,0.76,3.02,105,3.13,4.42,1.12,3.3,105.88,18.01,88.25,2.04
2022,5,4,96.74,1.92,3.23,0.59,2.64,181.25,2.8,3.96,0.82,3.14,182.44,18.43,88.88,2.21
2022,5,5,96.61,1.7,2.91,0.62,2.28,124.62,2.58,5.27,0.89,4.38,125.69,18.92,89.25,3.88
2022,5,6,96.58,2,2.95,1.52,1.43,79.12,3.09,4.81,1.62,3.2,79.69,17.21,85.25,1.79
2022,5,7,96.65,1.85,2.55,0.98,1.56,159,2.78,3.71,1.59,2.12,158.94,17.88,85.88,1.64
2022,5,8,96.65,1.84,3.71,0.17,3.54,167.56,2.76,4.87,0.22,4.65,168.75,17.94,85.56,1.21
2022,5,9,96.64,2.21,3.49,1.07,2.42,90.12,3.11,3.99,1.56,2.43,90.44,18.68,90.62,12.52
2022,5,10,96.64,1.23,2.09,0.16,1.93,116.56,1.6,2.36,0.27,2.09,118.81,18.86,88.5,7.84
2022,5,11,96.66,1.56,2.59,0.59,1.99,274.38,2.19,3.52,0.99,2.52,272.94,19.35,88.69,4.98
2022,5,12,96.75,2.83,3.77,2.04,1.72,244.94,4.61,5.87,3.35,2.52,244.81,19.1,91,2.26
2022,5,13,96.78,2.2,3.16,1.2,1.95,273.38,3.33,5.23,1.87,3.37,272.81,18.62,89.19,3.88
2022,5,14,96.84,1.59,2.67,0.78,1.9,113.69,2.23,3.24,0.93,2.31,114.38,18.31,86.38,1.57
2022,5,15,96.86,0.96,1.46,0.39,1.06,170.44,1.3,1.81,0.58,1.23,170.88,18.92,86.5,5.59
2022,5,16,96.84,1,2.11,0.11,1.99,179.19,1.59,3.05,0.09,2.95,180.69,18.8,88.06,7.35
2022,5,17,96.85,1.54,2.22,1.12,1.1,130.81,2.36,3.13,1.34,1.8,130.75,18.49,89.25,10.6
2022,5,18,96.9,1.16,1.59,0.08,1.52,118.31,1.54,2.01,0.22,1.78,119.88,18.31,86.31,17.41
2022,5,19,96.93,1.11,2.12,0.33,1.8,99.38,1.44,2.4,0.34,2.06,99.44,17.94,84.69,7.16
2022,5,20,96.86,1.79,2.78,0.66,2.12,60.31,2.47,3.16,0.97,2.2,61.56,18.19,89.19,13.92
2022,5,21,96.79,1.33,2.18,0.77,1.41,185.44,1.88,2.41,1.45,0.95,186.5,18.19,90.31,8.09
2022,5,22,96.65,1.82,3.63,0.66,2.98,146.12,2.62,4.31,1.12,3.2,147.06,17.82,91,1.1
2022,5,23,96.68,2.08,2.7,1.28,1.42,104.38,3.18,4.99,1.92,3.07,104.75,18.01,90.31,1.05
2022,5,24,96.84,2.34,3.8,1.39,2.41,100.12,3.48,4.57,2.12,2.45,100.25,18.62,91.75,1.65
2022,5,25,96.94,1.65,3.19,0.32,2.87,98.06,2.23,3.8,0.45,3.34,98.06,18.07,90.31,5.56
2022,5,26,96.91,1.2,2.15,0.16,1.98,230.94,1.68,2.73,0.25,2.48,231.06,17.27,90.44,3.98
2022,5,27,96.8,1.71,2.89,1.05,1.84,229.44,2.31,3.24,1.53,1.71,228.38,17.27,85.19,6.51
2022,5,28,96.79,2.05,3.48,1.45,2.02,251.19,2.91,3.97,1.95,2.02,251.25,17.33,87.62,17.09
2022,5,29,96.74,2.34,4.11,1.5,2.6,259.94,3.32,4.82,2.47,2.35,260,17.82,89.88,2.92
2022,5,30,96.67,1.28,1.95,0.38,1.57,239,1.75,2.74,0.48,2.27,238.44,17.15,88,2.22
2022,5,31,96.67,1.56,2.59,0.68,1.91,215.94,2.2,3.13,0.91,2.22,215.69,17.46,89.44,4.79
2022,6,1,96.76,2.5,3.52,1.77,1.76,218.62,4.01,5.02,3.19,1.83,218.44,17.15,89.62,0.36
2022,6,2,96.8,2.52,3.27,1.99,1.28,201.5,4.01,5.11,2.99,2.12,200.81,17.33,87.88,10.16
2022,6,3,96.83,1.7,2.68,0.95,1.73,199.06,2.77,4.04,1.2,2.84,198.38,16.91,86.38,6.6
2022,6,4,96.83,1.34,1.96,0.49,1.48,127.19,2.01,3.19,0.62,2.56,128.5,17.7,88.75,1.81
2022,6,5,96.81,0.97,1.71,0.38,1.33,85.88,1.38,2.89,0.63,2.26,86.81,17.52,86.12,4.98
2022,6,6,96.78,1.76,2.77,0.88,1.89,63.75,2.54,3.22,1.36,1.86,64.69,17.58,90.12,29.52
2022,6,7,96.75,2.09,3.29,1.46,1.83,81.88,2.98,3.75,2.22,1.54,82.81,17.52,89.62,3.49
2022,6,8,96.79,1.97,2.7,1.36,1.35,99.31,2.78,3.24,2.18,1.06,99.62,17.58,90.25,6.18
2022,6,9,96.82,2.14,4.31,0.41,3.9,68.88,2.92,5.23,0.6,4.62,69.12,17.64,91.25,8.42
2022,6,10,96.7,1.5,2.6,0.08,2.52,124.94,2.11,3.05,0.14,2.91,110.62,17.76,87,5.52
2022,6,11,96.76,1.65,2.78,0.52,2.25,86.56,2.16,3.15,0.77,2.38,87.44,18.25,89.56,5.28
2022,6,12,96.8,1.29,2.03,0.55,1.48,184.06,1.86,2.66,0.79,1.88,183.06,18.43,92.31,7.27
2022,6,13,96.83,1.2,1.77,0.58,1.2,200.94,1.59,2.06,0.89,1.17,202.5,17.27,86.62,6.86
